CSIR’s SeaFAR detects massive bilge dump,"The Minister of Science and Technology, Naledi Pandor, has applauded a team of six students from the Universities of the Western Cape and Stellenbosch who will be representing South Africa at the International Student Cluster Competition to be hosted at the 2017 International Supercomputing Conference (ISC) in Germany.

The team was selected from 10 teams from various universities in South Africa, who this week battled it out to demonstrate their cluster building and high performance computing skills.",development
Sea level rise poses risk to KZN property,"Sea level rise due to climate change could cause damage to some of KwaZulu-Natal’s public property and infrastructure in the future.

 

 This is according to eThekwini Municipality’s Project Executive in Coastal Policy, Dr Andrew Mather, who conducted research into sea level rise in Southern Africa and Durban particularly.

 

 Sea level rise is when the water levels of the sea rise over period of time or inundates more area of land.

 

 Speaking to SABC News, Mather says sea level rise is caused by climate change because of higher air temperatures which results in higher water temperatures.

 

 ""Water expands when it warms up, not by very much, but if you look at the whole ocean extension, it warms up by a couple of degrees, that expansion causes water to rise.""

 

 He says on KwaZulu-Natal coast the sea levels are rising annually and are the highest in Southern Africa. “In KZN the sea level rising was 2.7 m per year, the Cape they were rising by 1.6 m and the West coast and Namibia were rising by 1,8 m.”

Mather says future projections are that sea level rise is not building up in a uniform manner, but that there is a slight acceleration.

 

 “It’s like a speeding up of the level of sea level rise, mainly because of emissions and all the other things that humankind are doing to the planet’s climate, but if you look at that we get a slight acceleration.”

 

 He says in a built up area there are only two options that really present themselves. “You can remove the risk to whatever piece of infrastructure by relocating it inland, unfortunately that is not always possible. A particular asset may need to stay in the position it is in, it could be a sewage pump station where its gravity feeds to the pump station …The only way to secure or reduce the risk to that stricture is by ascending that piece of stricture and that could be by sea protection around the structure.”

 

 Mather says the municipality has had to relocate assets from the coast, but there are still significant areas and infrastructure of eThekwini coast which will still be in the risk zone in the future.

 

 He says buildings in private ownership are not in the danger zone as town planners have stayed clear of coastal areas.

 

 Click below for the full interview with Dr Andrew Mather.



However, the South Durban Community Environmental Alliance Co-founder, Desmond D'Sa disagrees. He says sea level rise damages are already taking place and is not something that we are waiting for.

 

 D'Sa says we are already starting to see soil erosion on some beaches, roads are already being washed away and a lot of property on beaches such as Amanzimtoti and Isipingo, and suburbs like Umhlanga Rocks are being damaged.

 

 He says, “Government in Durban wants to build huge and massive flats for the rich at the Durban water point and that will result in huge problems.”

 

 “Tongaat unit is building huge skyscrapers on the beach front, they are also thinking of building a  water wall through the Isipingo beach. Can you imagine if the sea level was to rise to 9m it will destroy all the informal settlements and manufacturing industries.”

 

 D’sa says when developers apply for environment impact assessment from the provincial and national government to build along the coast and they approve it, then the eThekwini Municipality must  argue strongly against it.

 

 He says if the municipality does not object then they are also going against their own policies and putting property at risk of sea level rising.

 

 “Clearly in Durban Government is not listening and continues to ignore nature which will claim back the sea and land .Many of the incidents relating to flooding are directly linked to climate change. Already 25 licenses have been granted to drill for oil and gas off the coast of South Africa from Lake St Lucia. This destructive development will contribute to an even bigger impact on the rising of temperatures resulting sea level rising.”

 

 Click below for the full interview with Desmond D'Sa.

",natural event
West Coast lobster numbers decrease alarmingly,"The numbers of West Coast lobster and abalone are decreasing alarmingly.

 

 Government released a report on diminishing fish stocks on Monday.

 

 Poaching is one of the main reasons for diminishing fish stocks.

 

 Fisheries Research Development director, Dr Kim Prochaska says, ""Several of our resources are heavily depleted, and including the high value resources like the west coast rock lobster and abalone. The west coast rock lobster is currently sitting at 2.6% of its pre- fish levels. We would like it higher than that, [but] the abalone is a bit higher, and the fishing pressure from the poaching sector continues to deplete the resource.""

 

 The decline weighs heavily on fishing communities.

 

 Hangberg fisherman, Darion Williams says, ""The big companies get most of the quotas and we as small scale fishermen we struggle with the little that they give us to survive. It costs us lots of money to go out to sea. Government says it's important [that] there’s fair opportunity within the fishing sector while still maintaining strict measures.''

 

 Forestry and Fisheries Minister Senzeni Zokwana says, ''We need to correct this, that if people don't get a fishing right, it's not because of your name or anything. It [is] because you don't meet the specifications that are given, you can’t justify that people living in coastal areas are not benefiting.'' 

 

 The ocean remains critical to food security.",illegal fishing
Asia's abalone fever feared wiping out the gourmet mollusc in South Africa,,illegal fishing
Red tide outbreak on Garden Route,"Cape Town - An outbreak of Harmful Algal Bloom (HAB), also known as Red Tide, has been confirmed along the Garden Route coastal area, the Department of Environmental Affairs (DEA) announced on Tuesday.

DEA spokesperson Zolile Nqayi said some of the HAB-affected areas along the coastal route included popular tourist spots Plettenberg Bay, Knysna and Wilderness.

He said the algal bloom, which is a natural phenomena in coastal waters caused by microscopic organisms, was first seen on December 7. Nqayi said the HAB concentration in those areas had since remained constant.

HAB, which could be toxic in nature, has “a reddish brown colour of the water seen mostly on the sea surface”.

Nqayi noted that “there are 29 algal species that are known worldwide for forming HABs that are harmful because they contain toxins, which are poisonous to humans”.

Nqayi said: “The toxicity of the HAB may lead to a large number of fish, like crayfish, shellfish, linefish species and other marine organisms dying. This may also be as a result of low oxygen levels in the sea water from the death of phytoplankton.”

He said while there had been no wash ups of marine life to date, the department was monitoring the situation.

He urged tourists and people living in these areas to refrain from fishing, bathing or swimming in HAB-affected areas and to stay away from these areas. He warned people not to eat any fish or marine organisms from the area because “the bloom could be toxic and may lead to death by paralytic shellfish poisoning”.

He noted that there were three microscopic organisms, “Dinoflagellates, Diatoms and Ciliates which can be lifted to the surface during upwelling”. Of these, dinoflagellates, which were known to cause paralytic shellfish poisoning, was “a toxin that can attack the nerve functioning in humans”.

He said the DEA had been in touch with the Department of Agriculture, Forestry and Fisheries as “the bays are also visibly affected and some of these are areas where communities swim and fish”.

The department has also engaged in talks with Cape Nature, South African National Parks, South African Environmental Observation Network (SAON), Universities (NMMU) and other relevant and interested parties including the communities about the outbreak.

He said the outbreak could last for several weeks and “unfortunately nothing can be done about it as it is part of a natural process, however the expectation is that nature will take its course and the HAB will subside with time”.

Use IOL’s Facebook and Twitter pages to comment on our stories. See links below.",red tide
Spare a thought on World Oceans Day,"PEOPLE around the world will celebrate World Oceans Day today to highlight the importance of the planet’s oceans.

According to the UN, oceans generate most of the oxygen we breathe, absorb a large share of carbon dioxide emissions, provide food and regulate the climate.

In the lead up to World Oceans Day, South African surfers and scientists united for the Silence of the Sharks and Paddle Out for Sharks initiatives.

There was a wave of support for the fifth annual Paddle Out for Sharks conservation drive at the weekend at the KwaZulu-Natal South Coast and Seaforth Beach in Simon’s Town.

Paddle Out for Sharks co-founder and marine conservationist Amanda Barratt said supporters paddled 30m out to sea and flowers were strewn into the ocean to show support for the plight of sharks.

“Up to a million sharks are killed across the planet every year. They sit at the top of the predatory hierarchy and without them the ocean’s system will be out of control.

“In South Africa, our ocean resources are being plundered by foreign fishing fleets.”

Barratt was referring to the arrest of three Chinese fishing boats last month in East London for allegedly fishing illegally in South Africa’s territory.

“Monitoring, overfishing and the plundering of our oceans is a big problem. Globally by 2050, all edible fish in the ocean will be extinct.”

Department of Agriculture, Forestry and Fisheries spokesperson Palesa Mokomele said World Oceans Day was important.

“The department is responsible for the management of fish resources for South Africa and is considered one of the best in managing its resources on the entire continent,” said Mokomele.

Its role was further cemented by its involvement in Operation Phakisa, the initiative to unlock the ocean economy. “Through Operation Phakisa, we are monitoring South Africa’s ocean with our fisheries patrol vessels.”

Challenges included regulatory barriers, a high cost of production, accessing funding and a limited pool of skills.

“The goal is to grow the sector in South Africa to play a major role in supplying products and an enhanced role in job creation. The targets over the next five years seek to grow the sector’s revenue from R0.67 billion to R3bn and the number of jobs from 2 227 to 15 000,” said Mokomele.",sea life
CSIR’s SeaFAR aiding authorities to protect SA’s exclusive economic zone,"The Minister of Science and Technology, Naledi Pandor, has applauded a team of six students from the Universities of the Western Cape and Stellenbosch who will be representing South Africa at the International Student Cluster Competition to be hosted at the 2017 International Supercomputing Conference (ISC) in Germany.

The team was selected from 10 teams from various universities in South Africa, who this week battled it out to demonstrate their cluster building and high performance computing skills.",development
Forensics team to tackle fishing industry fronting - minister,"Cape Town – The Department of Agriculture, Forestry and Fisheries will appoint a forensics team to combat ""fronting"" in the fishing industry.



This is according to Minister Senzeni Zokwana, who on Monday briefed media in Parliament on the status of the 2013 fishing rights appeals.



Zokwana said established fishing companies were using ""fisher folk"" as fronts in order to secure fishing rights.



""In many cases that have been brought before me, the poor fishers owe tax to Sars, huge sums of money, as they have been listed as directors of companies, while they have no knowledge of such and never got the monies to that effect.""



He said some strides had been made to transform the industry, but there was still a lot of work to be done.



Fisheries acting deputy director general Siphokazi Ndundane said that in the past they had not done an in-depth analysis of companies before allocating fishing rights.



""This time around, on the directive of the minister, we will verify the truthfulness of the information. We will request bank statements, there will be a thorough investigation.

""We are going to put in a clause when we grant a right from February that, pending the investigation, the minister reserves the right to revoke or alter your rights.""

Zokwana also said all 928 appeals had been processed.



The minister said he had also considered the last appeals in the hake hand line sector.



""I have then decided to grant hake handline fishing rights to a total of 23 appellants, adding 26 fishing vessels and creating an additional 291 crew rights.""

",development
Bengis to pay $1.5m for role in illegal lobster catching,"DAVID Bengis, son of former Cape Town fishing magnate and convicted poacher and smuggler Arnold Bengis, has agreed to pay $1.25 million (R20.6m) to the South African government as restitution for the illegal harvesting of rock lobster in the country’s waters.

This is part of the $22.5m restitution a US court ordered Bengis senior, junior and co-conspirator Jeffrey Noll pay in restitution to South Africa for the losses caused by their importation of poached lobster to the US in violation of US law.

The lobster were poached in South Africa between 1987 and 2001.

Eric Creizman, David Bengis’ lawyer in New York, said the proposal to pay this amount to South Africa was still pending review and endorsement by the US court.

“The proposed order represents a final settlement between the United States and David Bengis of the restitution component and, therefore, the entire US criminal proceeding, as to David Bengis,” Creizman said.

The restitution payment to South Africa was part of his obligation in the US criminal case, and not an agreement between him and South Africa, Creizman said.

This is the latest step in a succession of court cases, here and in the US, that spanned more than a decade and stemmed from a single tip-off to the former Scorpions in 2001 that there was a container in Cape Town harbour, bound for New York, that held illegally caught lobster.

In the same year, US officials seized another container of illegally caught fish packed by Arnold Bengis’ now-defunct Hout Bay Fishing.

He pleaded guilty in South Africa in 2002 to 28 charges under the Marine Living Resources Act. David Bengis was also jailed for a year.

This is the latest step in a succession of court cases, here and in the US, that spanned more than a decade and stemmed from a single tip-off to the former Scorpions in 2001 that there was a container in Cape Town harbour, bound for New York, that held illegally caught lobster.

The Scorpions alerted the US authorities which led to a massive national and international investigation that exposed the breadth and depth of corruption in the fishing industry, involving top company directors, boat owners, skippers and government fishery inspectors.

Arnold Bengis was the mastermind behind the international lobster and toothfish poaching and smuggling syndicate, and pleaded guilty in South Africa in 2002 to 28 charges under the Marine Living Resources Act. His now defunct company Hout Bay Fishing Pty Ltd was convicted on numerous charges of plundering South Africa’s marine resources and the company had to pay the state R40m in a plea bargain.

In 2001 US officials seized another container of illegally caught fish packed by Hout Bay Fishing. After a lengthy investigation - during which Arnie Bengis hired a private investigator to follow the US officials in an attempt to locate the seized container, US officials arrested Bengis father, son and Noll in 2003. The three, from Cape Town, had dual South African-US citizenship and lived in New York. The US authorities said the three had engaged in “an elaborate scheme to illegally harvest large quantities of South Coast and West Coast rock lobster in South African waters for export to the United States in violation of both South African and US law”.

The US Lacey Act allows for criminal prosecution for wildlife taken in violation of both US laws and foreign laws.

In a New York federal court Arnold Bengis and Noll pleaded guilty to smuggling and conspiracy to violate the Lacey Act. Bengis senior was sentenced to jail for three years and 10 months, and Noll to 30 months jail. Both were ordered to forfeit a total of $5.9 million.

David Bengis was jailed for one year.

Those convicted under the Lacey Act can be ordered to pay their “victim” restitution. In 2013 a US court ordered the trio pay restitution of $22.4 million to South Africa as the “victim”.

The current proposal to the US Department of Justice, by agreement of the parties, is that David Bengis pay restitution of $1.25 million “in the light of the record of evidence and the defendant’s plea agreement”.",illegal fishing
Cops make massive R17m abalone bust,"CAPE TOWN - There has been a massive poached abalone bust in Philippi.

This week police seized perlemoen valued at R17 million believed to be one of the biggest busts in the country in years.

Markus Burgener, from Traffic, a wildlife trade monitoring group, says abalone is in high demand which is fuelling poaching.

""Demand for sea food globally has grown phenomenally in the last 20, 30, 40 plus years. Food stocks globally have declined essentially. So this is just the reality that we have. we've huge demand for fish, we've massive demand in some countries for very high product like our abalone.""

Listen: The Phillipi Crime Prevention Unit recently seized abalone which is estimated to have a street value of R17 million.

Earlier this week, the Fisheries Department said laws governing the fishing industry need to tighten.

The department's head of fisheries enforcement Ceba Mtoba, highlighted abalone poaching as one of the biggest problems facing the local fishing industry.

Mtoba spoke at an International Symposium on so-called FishCrime held in Cape Town.

Representatives of more than 30 countries gathered in Cape Town to tackle crimes facing the fishing industry across the world.

He said abalone poaching is linked to organised crime rings, some of which operate across the seas.

""We've a particular species that is being targeted by international syndicates and that is abalone. It's one of those species that require us to protect because of the condition at sea and also because it's a main attraction when it comes to criminal syndicates.""

Stop Illegal Fishing is an organisation committed to ending the devastating impacts of illegal fishing across Africa.

The group's Sandy Davids explained the importance of the symposium.

""The main goal is to crack crime and to gather people from around the world to find solutions. At the moment, the criminals who are driving illegal fishing are also illegally trafficking people, they are involved in money laundering and they are avoiding taxes.""

Delegates say South Africa is particularly vulnerable because of its many fishing ports and its vast coastline, which attracts unwelcome attention from criminals.",illegal fishing
Crayfish season kicks off in the Cape,"Cape Town - The West Coast rock lobster season kicks off on Sunday and the City of Cape Town authorities have warned that it was ready to clamp down on any illegal fishing activities.

In a statement, the City urged fishermen to make the right catch during the 2015/2016 West Coast rock lobster (WCRL) season and said its Marine and Environmental Law Enforcement unit was ready to act against anybody who flouted regulations.

During the season, recreational fishermen are permitted 21 designated days to catch a quota of four WCRL per day. Fishermen were encouraged to comply with the Marine Living Resources Act regulations to avoid being on the wrong side of the law. The season closes on 28 March 2016.

The City said: “As part of the City of Cape Town’s ongoing commitment to marine and environmental sustainability, a high visibility multi-agency policing operation will be conducted for the opening of the West Coast rock lobster season over the weekend.”

The City’s Mayoral Committee Member for Safety and Security, JP Smith, said: “We strongly urge all recreational fishermen to obtain the necessary permit to fish and to ensure that they are familiar with the regulations, restricted areas and daily bag and size limits for all recreational fishing species, in order to avoid facing prosecution.

“Members of the public are also reminded that they are required to comply with the Small Vessel Regulations when launching a vessel from the City’s slipways. It is critically important that skippers ensure that all safety equipment is on board, up to standard and operational.”

The City warned that survey certificates, buoyancy certificates and skippers tickets should be available for inspection at all times and that all vessels had to have the required safety equipment on board for the class of vessel before launching.

“Those who plan on diving or fishing from a paddle craft are urged to take note of the prevailing wind and sea conditions and the state of the tides.”

The City said the slipways at Kommetjie, Witsands and Millers Point would be monitored during the season and permits and catches would be checked and recorded, while vehicle and foot patrols would be conducted along the coastline and vessel patrols would cover the inshore coastal areas.

* Recreational WCRL fishermen require a permit to fish. These are obtainable from their nearest South African Post Office. Only persons over the age of 12 years may obtain a permit

* There is daily bag limit of four West Coast rock lobsters per person per day for the duration of the fishing season. The size restriction is 80 mm carapace length

* Fishing times for WCRL will be from 8am until 4pm. Catches must be landed before 4pm

* No person catching WCRL with a recreational fishing permit may sell their catch and any WCRL caught, collected or transported must be kept in a whole state

The City said fishing for WCRL would only be allowed on the following dates:

The City said it would work with other agencies including Table Mountain National Park’s Marine Unit, the South African Police Service’s Border Police and the Department of Agriculture, Forestry and Fisheries to enforce regulations.

“It is critical for fishermen and the various spheres of government to work together and to take responsibility for preserving and protecting our marine heritage,” the City’s Mayoral Committee Member for Energy, Environmental and Spatial Planning, Johan van der Merwe said.

“For this reason, it is of utmost importance that fishermen adhere to the gazetted regulations stipulated for the season. Law enforcement units will be out in their numbers to patrol and conduct joint operations throughout the season to ensure that fishermen are complying with regulations. The City is calling on members of the public to report any illegal activity to the City’s Law Enforcement control room so that together we can clamp down on unlawful behaviour and protect and preserve our marine life.”

Reports of any illegal activity during the season can be directed to the City’s Law Enforcement control room on 021 596 1999.",sea life
Another three Chinese fishing trawlers escorted into a SA port,"Another three Chinese fishing trawlers escorted into a SA port

A call for assistance to the SA Navy by the Department of Agriculture, Forestry and Fisheries (DAFF) to assist in monitoring and inspecting Chinese trawlers thought to be fishing illegally in South African waters is paying dividends.The Navy’s supply and replenishment vessel SAS Drakensberg (A301) was late last week tasked to become the second naval vessel responding to the DAFF call. The Valour Class frigate SAS Amatola (F145) was the first warship deployed following the DAFF appeal just on two weeks ago.Drakensberg earlier today escorted three Chinese fishing trawlers into East London harbour. Reports have it two fishing vessels were spotted on Friday and a decision was taken to approach them and halt their activities late on Sunday. A third, similar, vessel was observed during the approach and also taken under escort.Last week another Chinese fishing vessel was escorted into Cape Town harbour by the DAFF vessel Victoria Mxenge.Clarifying the Navy’s involvement in the operation, Captain Zamo Sithole said the maritime arm of the SA National Defence Force does not have any jurisdiction over illegal fishing in South Africa’s exclusive economic zone (EEZ).“This responsibility lies directly with DAFF but the Navy is always ready to provide support to DAFF if asked.“The Minister of Defence and Military Veterans (Nosiviwe Mapisa-Nqakula) was requested by her DAFF counterpart (Senzeni Zokwana) to provide support to locate and a fleeting of fishing vessels suspected of fishing violations in South African waters.“The SAS Amatola was tasked to assist DAFF. The SA Air Force (SAAF) was also tasked to provide both fixed wing and helicopter support to DAFF,” he said, adding the South African warships had been instructed to stand down if suspect vessels exited the South African exclusive economic zone (EEZ).The operation continues.The Chinese fishing vessel that was apprehended last week, Lu Huang Yuan Yu 186, will remain in South African custody until all fines imposed on its owners have been settled; or a court case is instituted, goes on trial and is concluded. This is according to the South African Maritime Safety Authority which on 18 May announced that it had found that the vessel to have contravened environmental laws governing the country's territorial waters. However, no evidence was found of the vessel having fished in South African waters.The vessel was charged with entering the South Africa’s Exclusive Economic Zone without the required permit and disobeying lawful instructions by a fishery control inspector. According to the DAFF, SARS fined the vessel R8 000 for tobacco and cigarette related charges and the SAPS was looking into the keeping of dogs on the vessel.Lu Huang Yuan Yu 186 was part of a fleet of nine Chinese fishing vessels that evaded South African maritime authorities after switching off their Automatic Identification System (AIS) trackers. They were apparently on a delivery voyage to Angola.",illegal fishing
R20.6m fine for illegal crayfish catching,"Cape Town - David Bengis, son of former Cape Town fishing magnate and convicted poacher and smuggler Arnold Bengis, has agreed to pay $1.25 million (R17.3m) to the South African government as restitution for the illegal harvesting of rock lobster (crayfish) in the country’s waters.

This is part of the $22.5m restitution a US court ordered Bengis senior, junior and co-conspirator Jeffrey Noll pay in restitution to South Africa for the losses caused by their importation of poached lobster to the US in violation of US law.

The lobster were poached in South Africa between 1987 and 2001.

Eric Creizman, David Bengis’ lawyer in New York, said the proposal to pay this amount to South Africa was still pending review and endorsement by the US court.

“The proposed order represents a final settlement between the United States and David Bengis of the restitution component and, therefore, the entire US criminal proceeding, as to David Bengis,” Creizman said.

The restitution payment to South Africa was part of his obligation in the US criminal case, and not an agreement between him and South Africa, Creizman said.

This is the latest step in a succession of court cases, in South Africa and in the US, that spanned more than a decade and stemmed from a single tip-off to the former Scorpions in 2001 that there was a container in Cape Town harbour, bound for New York, that held illegally caught lobster.

In the same year, US officials seized another container of illegally caught fish packed by Arnold Bengis’ now-defunct Hout Bay Fishing.

He pleaded guilty in South Africa in 2002 to 28 charges under the Marine Living Resources Act. David Bengis was also jailed for a year.

* E-mail your opinion to [email protected] and we will consider it for publication or use our Facebook and Twitter pages to comment on our stories. See links below.",illegal fishing
Robot to test health of ocean 'lungs',,development
3 Chinese fishing trawlers escorted to East London harbour,"East London - Three Chinese fishing trawlers suspected of illegal activity have been docked at the East London Harbour following a joint operation by the SA Navy and the Department of Agriculture, Forestry and Fisheries.

Department spokesperson Bomikazi Molapo said two trawlers were spotted on Friday and that both parties had monitored them closely.

When the decision was made to approach the boats and halt their activity on Sunday night, a third boat was spotted in the vicinity. All three were then escorted to the harbour, she said.

Since the department's announcement just over a week ago on vessels it suspected of fishing illegally in South African waters, four trawlers have been nabbed. One vessel was recently escorted to the Cape Town harbour.

- See more: Dogs removed from 'parasitic' Chinese trawler in Cape Town

Molapo said the three trawlers would undergo inspections on Monday morning to ascertain what they were carrying.",illegal fishing
Rock lobster mop-up operations underway,"CAPE TOWN - The Department of Fisheries says 90 percent of the more than 200 tons of rock lobster which washed ashore in Elands Bay on the West Coast have been removed.

Clean-up operations are still, however, underway and the beach remains closed.

This is due to the harmful red tide which results in oxygen levels in the water dropping.

Department spokesperson, Lionel Adendorf, says the will assess the matter.

""We are happy to report that we have no washouts or walkouts of rock lobster this morning. We will be having a meeting to assess the situation, and to also assess our readiness for any other eventuality.""",waste
Perlemoen bust on ex-WP player's farm,"Cape Town - Former Western Province rugby player Calla Scholtz was given a dropkick on Monday when police seized more than 25 000 abalone on his farm outside Greyton near Caledon.

A police source says the perlemoen is worth about R2.8 million, although police say they are still calculating the amount.

A visibly shaken Scholtz told the Daily Voice he was shocked to discover that a house he had been renting out for the past few weeks was being used as an illegal perly drying facility.

Scholtz said: “You try to do good to people and then something like this happens.”

He had been renting out the house on his farm Klein Eike to a man from Caledon whom he has known “for about 20 years”.

“He built a wall at my house which hasn’t been completed yet but now he says he doesn’t know me and denies renting the property,” said a shocked Scholtz.

He adds that the house was quite a distance from other residences on the farm.

The man, whose identity is known to the Daily Voice, has had previous run-ins with police regarding perlemoen smuggling.

In March 2014, the man was arrested for perjury after lying to Wynberg police about his bakkie being stolen.

A short while later he was caught with nearly 6 000 stolen abalone in Caledon.

During the bust on Monday, police arrested two Chinese nationals, aged 26 and 35, and seized 25 679 dried perlemoen.

Spokeswoman Constable Noloyiso Rwexana said: “Equipment seized, gas bottles, drying racks, bags of salt and cooking equipment were also seized.

The suspects were expected to appear in the Caledon Magistrate’s Court on Wednesday.",illegal fishing
